,Technology,Dataset,Sample,Method,ARI,NMI,FMI,Purity,Homogeneity,Completeness,V_measure,Time,Memory,PAS,CHAOS,ASW,Rep
178,SRTsim,sim4,SRTsim_4_4,STAGATE,0.868529958377962,0.9006580938570795,0.8851676865111129,0.9332231404958676,0.8984737383852845,0.9028530963563148,0.9006580938570795,60.3097186088562,477.67925930023193,0.0568595041322314,0.0636579745209951,0.0502181510425774,3
179,SRTsim,sim4,SRTsim_4_4,stLearn,0.5686048483112603,0.7060409808079837,0.6276521701414522,0.7064462809917356,0.6923473766220537,0.7202871931225854,0.7060409808079837,4.8793652057647705,352.6017637252808,0.304793388429752,0.0685838038678307,0.0345070712510035,3
180,SRTsim,sim4,SRTsim_4_5,CCST,0.6819080033230409,0.7969867907148911,0.7157709546190234,0.8115702479338843,0.78823629570854,0.8059337515524019,0.796986790714891,275.7356352806092,845.4434146881104,0.0793388429752066,0.0635405684138058,0.084884119369979,3
181,SRTsim,sim4,SRTsim_4_5,DeepST,0.7862205985771442,0.8416071281596628,0.8076148973298961,0.8902479338842976,0.8410302031839206,0.8421848451899695,0.8416071281596628,109.6303210258484,858.7863540649414,0.0750413223140495,0.0635859377008881,0.14847803678872,3
182,SRTsim,sim4,SRTsim_4_5,GraphST,0.5268359491870194,0.6681208785959153,0.5771035372007732,0.6466115702479339,0.6588842166061265,0.6776201935399326,0.6681208785959154,21.613516807556152,581.4237632751465,0.1897520661157024,0.0651396063566173,0.0419646843917846,3
183,SRTsim,sim4,SRTsim_4_5,SEDR,0.7865864169828491,0.8331803241846732,0.8078815521239203,0.8925619834710744,0.8330945700244268,0.8332660960008575,0.8331803241846731,18.29841113090515,386.412727355957,0.0813223140495867,0.0632282010807403,0.1539931294613184,3
184,SRTsim,sim4,SRTsim_4_5,SpaceFlow,0.5069844094856678,0.6893942870960261,0.5771929866493335,0.644297520661157,0.6530056724349477,0.7300777270794299,0.6893942870960261,20.32535076141357,477.65853691101074,0.112396694214876,0.0636392878593897,0.0404908085628527,3
185,SRTsim,sim4,SRTsim_4_5,SpaGCN,0.4888428081012657,0.6519058190738126,0.5458723805845832,0.5775206611570248,0.6381434683332916,0.6662748579173796,0.6519058190738125,62.76474666595459,579.6950092315674,0.3418181818181818,0.0706418996730619,0.0330503626359869,3
186,SRTsim,sim4,SRTsim_4_5,SpatialMGCN,0.6273115720743943,0.7701582859664287,0.6734829104851081,0.7371900826446282,0.7462773119830398,0.7956181741507797,0.7701582859664287,49.5599057674408,593.5899000167847,0.1140495867768595,0.0636269837187539,0.0769423093202038,3
187,SRTsim,sim4,SRTsim_4_5,STAGATE,0.7074417077888909,0.8093107558651906,0.7378148643854754,0.8125619834710743,0.8034917503118344,0.8152146604597951,0.8093107558651905,65.76818776130676,477.6791677474976,0.1279338842975206,0.0653582268990752,0.0995097165142677,3
188,SRTsim,sim4,SRTsim_4_5,stLearn,0.420046310825022,0.6461717586956243,0.4882820291794559,0.595702479338843,0.627998567431265,0.6654280957051045,0.6461717586956244,5.990214109420776,352.6023759841919,0.4343801652892562,0.0702809087885152,-0.022282014375269,3
189,SRTsim,sim4,SRTsim_4_6,CCST,0.5610129333024058,0.750235810742016,0.6113545774947422,0.6766942148760331,0.7208604773674766,0.7821069611803392,0.750235810742016,273.8762860298157,845.4997882843018,0.0849586776859504,0.0631164654867828,0.0106351192913336,3
190,SRTsim,sim4,SRTsim_4_6,DeepST,0.6192203456603637,0.7737406985809118,0.6528143717600584,0.7229752066115702,0.7664038052223788,0.7812194239790534,0.7737406985809119,92.07676458358765,858.7855987548828,0.1061157024793388,0.0636511786465161,0.0253083330850818,3
191,SRTsim,sim4,SRTsim_4_6,GraphST,0.4045163413150878,0.5796709848342027,0.4584588040042632,0.5289256198347108,0.571197458217602,0.5883997010714683,0.5796709848342027,22.415157794952396,581.4237327575684,0.2452892561983471,0.0662363913664707,-0.0065315479435879,3
192,SRTsim,sim4,SRTsim_4_6,SEDR,0.6580067152206378,0.7836553170817984,0.6887433025850336,0.7880991735537191,0.7758294328776505,0.7916406913395599,0.7836553170817984,22.32953715324402,386.4129943847656,0.1107438016528925,0.0636773269139769,0.0360421083108689,3
193,SRTsim,sim4,SRTsim_4_6,SpaceFlow,0.4539132068658367,0.6431480691282644,0.5159149663583305,0.5646280991735537,0.6149904052782385,0.6740078795271058,0.6431480691282645,18.86510968208313,477.6578960418701,0.1540495867768595,0.0637616652311957,0.0026460328496377,3
